cand_type,precision,recall,f1
is_multiword,0.06818181818181818,0.14285714285714285,0.0923076923076923
is_single_word,0.1623426663241716,0.7289504036908881,0.26554621848739496
all,0.15543918114734587,0.6439842209072978,0.250431447746884
