cand_type,precision,recall,f1
is_multiword,0.08108108108108109,0.4090909090909091,0.13533834586466167
is_single_word,0.41546526867627787,0.41410842586544744,0.41478573765129206
all,0.3927916921197312,0.41403734707018675,0.4031347962382445
