cand_type,precision,recall,f1
is_multiword,0.04130162703379224,0.1,0.058458813108945976
is_single_word,0.19989761965702585,0.730817217716781,0.313927781871776
all,0.18977635782747604,0.6719457013574661,0.2959641255605381
