cand_type,precision,recall,f1
is_multiword,0.03317535545023697,0.21212121212121213,0.05737704918032787
is_single_word,0.0755608028335301,0.07529411764705882,0.07542722451384797
all,0.0671077504725898,0.08040770101925254,0.07315816589386914
