score_category,score_column,prediction_rule,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
mean_similarity,mean_similarity,mean_similarity <= threshold,0.008812,1.0,0.007575757575757576,0.015037593984962407,1,0,131,5335,1,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.011899,0.11403508771929824,0.19696969696969696,0.14444444444444443,26,202,106,5133,228,132,5467,1,1
mean_similarity,mean_similarity,mean_similarity <= threshold,0.02746,0.07894736842105263,0.2727272727272727,0.12244897959183672,36,420,96,4915,456,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.05085,0.059941520467836254,0.3106060606060606,0.10049019607843136,41,643,91,4692,684,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.078192,0.05263157894736842,0.36363636363636365,0.09195402298850575,48,864,84,4471,912,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.10703,0.048287971905179985,0.4166666666666667,0.08654602675059009,55,1084,77,4251,1139,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.131659,0.043891733723482075,0.45454545454545453,0.08005336891260839,60,1307,72,4028,1367,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.153236,0.04075235109717868,0.49242424242424243,0.07527504342790967,65,1530,67,3805,1595,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.173643,0.04006586169045005,0.553030303030303,0.07471852610030706,73,1749,59,3586,1822,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.192404,0.037560975609756096,0.5833333333333334,0.07057745187901007,77,1973,55,3362,2050,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.210305,0.03555750658472344,0.6136363636363636,0.06721991701244812,81,2197,51,3138,2278,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.226982,0.03391859537110934,0.6439393939393939,0.06444275966641395,85,2421,47,2914,2506,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.243162,0.03182150694952451,0.6590909090909091,0.06071179344033497,87,2647,45,2688,2734,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.259422,0.030395136778115502,0.6818181818181818,0.05819592628516005,90,2871,42,2464,2961,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.276512,0.029789902790843526,0.7196969696969697,0.0572116832279434,95,3094,37,2241,3189,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.292806,0.02897278314310799,0.75,0.055790363482671176,99,3318,33,2017,3417,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.310159,0.027991218441273325,0.7727272727272727,0.05402542372881356,102,3542,30,1793,3644,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.330239,0.027117768595041322,0.7954545454545454,0.05244755244755245,105,3767,27,1568,3872,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.364464,0.026341463414634145,0.8181818181818182,0.051039697542533076,108,3992,24,1343,4100,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.40979,0.02564695009242144,0.8409090909090909,0.04977578475336322,111,4217,21,1118,4328,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.462944,0.024802458296751536,0.8560606060606061,0.048208191126279866,113,4443,19,892,4556,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.517324,0.02467070876019235,0.8939393939393939,0.04801627670396745,118,4665,14,670,4783,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.594416,0.02434643783675913,0.9242424242424242,0.047443126579817224,122,4889,10,446,5011,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.699518,0.024050391296048863,0.9545454545454546,0.046918637125302545,126,5113,6,222,5239,132,5467,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.963786,0.024149286498353458,1.0,0.04715969989281887,132,5334,0,1,5466,132,5467,0,0
