score_category,score_column,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
avg gap,average gap,0.0,0.1891957956489856,0.6672413793103448,0.29480099028756424,774,3317,386,16656,4091,1160,21133,0,0
avg gap,average gap,2.118019,0.2202539120165338,0.6431034482758621,0.3281284363316473,746,2641,414,17332,3387,1160,21133,0,0
avg gap,average gap,3.785499,0.2470709855272226,0.618103448275862,0.35302806499261447,717,2185,443,17788,2902,1160,21133,0,0
avg gap,average gap,4.91803,0.2678353037097432,0.5663793103448276,0.36368668696374207,657,1796,503,18177,2453,1160,21133,1,1
avg gap,average gap,5.838427,0.2801833927661742,0.47413793103448276,0.3522254242715338,550,1413,610,18560,1963,1160,21133,0,0
avg gap,average gap,6.909613,0.29075511644318985,0.35517241379310344,0.3197516492045014,412,1005,748,18968,1417,1160,21133,0,0
avg gap,average gap,8.387036,0.31153846153846154,0.20948275862068966,0.25051546391752577,243,537,917,19436,780,1160,21133,0,0
avg gap,average gap,27.798493,1.0,0.0008620689655172414,0.0017226528854435831,1,0,1159,19973,1,1160,21133,0,0
