score_category,score_column,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
avg gap,average gap,0.0,0.40935297885970534,0.4119922630560928,0.4106683804627249,639,922,912,9117,1561,1551,11590,0,0
avg gap,average gap,2.651932,0.5399659863945578,0.4094132817537073,0.4657132379904657,635,541,916,9498,1176,1551,11590,0,0
avg gap,average gap,5.100333,0.6876484560570071,0.3733075435203095,0.48391140827413287,579,263,972,9776,842,1551,11590,1,1
avg gap,average gap,7.429705,0.76431718061674,0.22372662798194712,0.3461346633416459,347,107,1204,9932,454,1551,11590,0,0
avg gap,average gap,29.703487,0.0,0.0,0.0,0,0,1551,10039,0,1551,11590,0,0
