candidate_type,score_column,threshold,precision,recall,f1,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
is_single_word,mt_score,0.0,0.10905550146056475,1.0,0.19666374012291485,2054,224,2054,0,0
is_single_word,mt_score,0.25,0.12892670157068062,0.8794642857142857,0.22488584474885845,1528,224,2054,0,0
is_single_word,mt_score,0.5,0.15324927255092144,0.7053571428571429,0.251792828685259,1031,224,2054,0,0
is_single_word,mt_score,0.75,0.1838351822503962,0.5178571428571429,0.27134502923976606,631,224,2054,1,1
is_single_word,mt_score,1.0,0.22641509433962265,0.32142857142857145,0.2656826568265683,318,224,2054,0,0
