cand_type,precision,recall,f1
is_multiword,0.14035087719298245,1.0,0.24615384615384614
is_single_word,0.22641509433962265,0.32142857142857145,0.2656826568265683
all,0.21333333333333335,0.3448275862068966,0.26359143327841844
