score_category,score_column,prediction_rule,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
mean_similarity,mean_similarity,mean_similarity <= threshold,0.00869,1.0,0.0011098779134295228,0.0022172949002217295,1,0,900,4389,1,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.083305,0.35294117647058826,0.08657047724750278,0.13903743315508021,78,143,823,4246,221,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.152425,0.30158730158730157,0.14761376248612654,0.19821162444113266,133,308,768,4081,441,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.198555,0.2809667673716012,0.20643729189789123,0.2380038387715931,186,476,715,3913,662,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.232164,0.26643990929705214,0.26082130965593786,0.263600673022995,235,647,666,3742,882,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.261925,0.26225045372050815,0.32075471698113206,0.28856714927608584,289,813,612,3576,1102,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.296634,0.25245653817082386,0.3706992230854606,0.3003597122302158,334,989,567,3400,1323,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.33237,0.23784834737524305,0.40732519422863483,0.30032733224222585,367,1176,534,3213,1543,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.369762,0.23766307430516165,0.46503884572697,0.31456456456456455,419,1344,482,3045,1763,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.408452,0.2318548387096774,0.5105438401775805,0.31889081455805895,460,1524,441,2865,1984,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.44578,0.22686025408348456,0.5549389567147613,0.322061191626409,500,1704,401,2685,2204,901,5290,1,1
mean_similarity,mean_similarity,mean_similarity <= threshold,0.48261,0.21690721649484537,0.5837957824639289,0.3162958508719182,526,1899,375,2490,2425,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.518089,0.20907372400756144,0.6137624861265261,0.3119007332205302,553,2092,348,2297,2645,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.55358,0.20174520069808027,0.6415094339622641,0.30695698353690914,578,2287,323,2102,2865,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.585859,0.19734283862605315,0.6759156492785794,0.3054928517682468,609,2477,292,1912,3086,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.611991,0.19540229885057472,0.7169811320754716,0.30710720228191113,646,2660,255,1729,3306,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.638318,0.1911514463981849,0.7480577136514983,0.3044951434379941,674,2852,227,1537,3526,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.661638,0.19028556178275954,0.7913429522752498,0.30679862306368333,713,3034,188,1355,3747,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.686215,0.18401814973531636,0.8102108768035516,0.29991783073130646,730,3237,171,1152,3967,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.711533,0.18242597898758356,0.8479467258601554,0.3002554529377088,764,3424,137,965,4188,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.736788,0.18080762250453722,0.8845726970033296,0.3002448672066303,797,3611,104,778,4408,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.767306,0.17912705272255833,0.9200887902330743,0.2998733948272744,829,3799,72,590,4628,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.799257,0.1771499278201691,0.9533851276359601,0.2987826086956522,859,3990,42,399,4849,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.838567,0.1741960939041231,0.9800221975582686,0.29581239530988274,883,4186,18,203,5069,901,5290,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.962582,0.1703535640007563,1.0,0.29111470113085625,901,4388,0,1,5289,901,5290,0,0
