cand_type,precision,recall,f1
is_multiword,0.10833333333333334,0.3391304347826087,0.16421052631578947
is_single_word,0.17830290010741137,0.6182495344506518,0.2767819924968737
all,0.17213516160626838,0.5912531539108494,0.2666413806182439
