batch,score_category,score_column,prediction_rule,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.371028,0.1824497257769652,0.5359828141783028,0.2722313147845063,499,2236,432,3398,2735,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.40589,0.1758059155865736,0.5682062298603652,0.2685279187817259,529,2480,402,3154,3009,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.443414,0.1724032896740785,0.6079484425349087,0.2686283815851922,566,2717,365,2917,3283,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.481502,0.1667604049493813,0.6369495166487648,0.2643191441943392,593,2963,338,2671,3556,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.518313,0.1650130548302872,0.6788399570354458,0.265490443184205,632,3198,299,2436,3830,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.550016,0.1625639775773824,0.7164339419978518,0.2649980135081446,667,3436,264,2198,4103,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.583158,0.1581352833638025,0.7432867883995704,0.2607876389674015,692,3684,239,1950,4376,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.618388,0.1559139784946236,0.7787325456498388,0.2598100698799498,725,3925,206,1709,4650,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.655885,0.1529555149299207,0.8088077336197637,0.2572599931670652,753,4170,178,1464,4923,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.688577,0.1493169136040023,0.8335123523093448,0.2532637075718015,776,4421,155,1213,5197,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.722219,0.1482361542679583,0.8711063372717508,0.253358325523274,811,4660,120,974,5471,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.755422,0.1476323119777158,0.9108485499462944,0.2540823970037453,848,4896,83,738,5744,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.789979,0.1444001329345297,0.933404940923738,0.2501079291984458,869,5149,62,485,6018,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.833378,0.1425846447305674,0.9634801288936627,0.2484076433121019,897,5394,34,240,6291,931,6565,0,0
lm_lex_batch_10,mean_similarity,mean_similarity,mean_similarity <= threshold,0.966587,0.1418342474101157,1.0,0.248432288192128,931,5633,0,1,6564,931,6565,0,0
