cand_type,precision,recall,f1
is_multiword,0.029874213836477988,0.2111111111111111,0.05234159779614325
is_single_word,0.07137096774193548,0.07068690095846646,0.07102728731942215
all,0.06290115532734275,0.07555898226676946,0.06865148861646235
