score_category,score_column,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
avg gap,average gap,0.0,0.15198290192353361,0.6715634837355718,0.2478698683191325,640,3571,313,32849,4211,953,37373,0,0
avg gap,average gap,2.032428,0.24062628759785742,0.6128016789087093,0.3455621301775148,584,1843,369,34577,2427,953,37373,0,0
avg gap,average gap,4.776225,0.3425499231950845,0.46799580272822666,0.3955654101995566,446,856,507,35564,1302,953,37373,1,1
avg gap,average gap,21.416283,0.0,0.0,0.0,0,1,953,36419,1,953,37373,0,0
