cand_type,precision,recall,f1
is_multiword,0.24210526315789474,0.2857142857142857,0.2621082621082621
is_single_word,0.1416842599108609,0.7713920817369093,0.23939754260800633
all,0.1459690096564114,0.6885593220338984,0.2408745599407078
