cand_type,precision,recall,f1
is_multiword,0.14680851063829786,1.0,0.25602968460111314
is_single_word,0.14251781472684086,0.7838479809976246,0.2411839941531153
all,0.14324178782983307,0.8142857142857143,0.24362692718668905
