cand_type,precision,recall,f1
is_multiword,0.10399257195914577,0.18983050847457628,0.13437312537492502
is_single_word,0.16381591686568128,0.7272206303724928,0.26739714481378074
all,0.15992757996378998,0.6495098039215687,0.2566585956416465
