cand_type,precision,recall,f1
is_multiword,0.06666666666666667,0.125,0.08695652173913045
is_single_word,0.23958333333333334,0.3080357142857143,0.26953125
all,0.23102310231023102,0.3017241379310345,0.2616822429906542
