cand_type,precision,recall,f1
is_multiword,0.06143001007049345,0.18484848484848485,0.09221466364323506
is_single_word,0.20102306380687426,0.6986899563318777,0.31221687922503305
all,0.18960118655240607,0.6507352941176471,0.2936447166921899
