threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
0.1,0.5650887573964497,0.4046610169491525,0.4716049382716049,382,294,562,37435,676,944,38673,0,1
0.2,0.5650887573964497,0.4046610169491525,0.4716049382716049,382,294,562,37435,676,944,38673,0,0
0.3,0.5659259259259259,0.4046610169491525,0.4718962322421248,382,293,562,37436,675,944,38673,1,0
0.4,0.5659259259259259,0.4046610169491525,0.4718962322421248,382,293,562,37436,675,944,38673,0,0
0.5,0.0,0.0,0.0,0,0,944,37729,0,944,38673,0,0
0.6,0.0,0.0,0.0,0,0,944,37729,0,944,38673,0,0
0.7,0.0,0.0,0.0,0,0,944,37729,0,944,38673,0,0
