cand_type,precision,recall,f1
is_multiword,0.05653710247349823,0.10884353741496598,0.07441860465116279
is_single_word,0.1662567634038367,0.7797001153402537,0.27407257247111294
all,0.1591170383996321,0.6824457593688363,0.25806451612903225
