cand_type,precision,recall,f1
is_multiword,0.005962897526501767,1.0,0.011855104281009879
is_single_word,0.06028131279303416,0.10739856801909307,0.07722007722007722
all,0.01943198804185351,0.1352601156069364,0.03398199244844612
