candidate_type,score_column,threshold,precision,recall,f1,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
is_single_word,mt_score,0.0,0.05572549541162389,1.0,0.10556815318720081,15038,838,15038,0,0
is_single_word,mt_score,0.25,0.061937244201909956,0.8126491646778043,0.11510183385447477,10995,838,15038,0,0
is_single_word,mt_score,0.5,0.06488388458831809,0.5501193317422435,0.11607704897393932,7105,838,15038,1,1
is_single_word,mt_score,0.75,0.06659756413578648,0.30668257756563244,0.10943155205450288,3859,838,15038,0,0
is_single_word,mt_score,1.0,0.06028131279303416,0.10739856801909307,0.07722007722007722,1493,838,15038,0,0
