threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
0.16271826038277595,0.027306353350739773,0.8916518650088809,0.05298991924842983,1004,35764,122,1037,36768,1126,37927,0,0
0.4334338556297024,0.1889400921658986,0.6918294849023091,0.2968184416079253,779,3344,347,33457,4123,1126,37927,0,1
0.44261547625117437,0.1915211970074813,0.6820603907637656,0.29906542056074764,768,3242,358,33559,4010,1126,37927,0,0
0.4988185214043336,0.19131953105512597,0.6811722912966253,0.2987341772151899,767,3242,359,33559,4009,1126,37927,0,0
0.7576303923056518,0.2060204363435515,0.6625222024866785,0.3143037708026122,746,2875,380,33926,3621,1126,37927,0,0
0.7966618291597674,0.2026308424293311,0.6429840142095915,0.30815067035539484,724,2849,402,33952,3573,1126,37927,0,0
0.8026374143494429,0.7045123726346434,0.42984014209591476,0.5339216767788196,484,203,642,36598,687,1126,37927,1,0
0.9412073294672274,0.7075038284839203,0.4103019538188277,0.5193929173693086,462,191,664,36610,653,1126,37927,0,0
