score_category,score_column,prediction_rule,threshold,precision,recall,f1,tp,fp,fn,tn,predicted_count,gold_count,candidate_count,is_best,selected_for_prediction
mean_similarity,mean_similarity,mean_similarity <= threshold,0.008754,0.0,0.0,0.0,0,0,122,5899,0,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.011248,0.07171314741035857,0.14754098360655737,0.096514745308311,18,233,104,5666,251,122,6021,1,1
mean_similarity,mean_similarity,mean_similarity <= threshold,0.022394,0.05976095617529881,0.2459016393442623,0.09615384615384615,30,472,92,5427,502,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.045564,0.05179282868525897,0.319672131147541,0.08914285714285715,39,714,83,5185,753,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.072108,0.044820717131474105,0.36885245901639346,0.07992895204262877,45,959,77,4940,1004,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.094701,0.04063745019920319,0.4180327868852459,0.07407407407407407,51,1204,71,4695,1255,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.116047,0.03652058432934927,0.45081967213114754,0.06756756756756757,55,1451,67,4448,1506,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.135956,0.034738041002277904,0.5,0.06496272630457933,61,1695,61,4204,1756,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.157168,0.03188839063278525,0.5245901639344263,0.060122123062470646,64,1943,58,3956,2007,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.174998,0.030115146147032774,0.5573770491803278,0.05714285714285714,68,2190,54,3709,2258,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.194003,0.029095257074531686,0.5983606557377049,0.05549220828582288,73,2436,49,3463,2509,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.208947,0.02717391304347826,0.6147540983606558,0.052047189451769595,75,2685,47,3214,2760,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.224304,0.02524916943521595,0.6229508196721312,0.04853128991060026,76,2934,46,2965,3010,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.240505,0.024532352039251762,0.6557377049180327,0.047295300029559555,80,3181,42,2718,3261,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.259533,0.024202733485193622,0.6967213114754098,0.04678040726472207,85,3427,37,2472,3512,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.27626,0.02391708743024183,0.7377049180327869,0.04633204633204634,90,3673,32,2226,3763,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.294659,0.023168908819133034,0.7622950819672131,0.04497098646034816,93,3921,29,1978,4014,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.315789,0.022274325908558032,0.7786885245901639,0.04330977889218145,95,4170,27,1729,4265,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.343137,0.021705426356589147,0.8032786885245902,0.0422687082165193,98,4417,24,1482,4515,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.383488,0.02077213596307176,0.8114754098360656,0.04050736497545008,99,4667,23,1232,4766,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.437001,0.019932230416583617,0.819672131147541,0.03891807744697412,100,4917,22,982,5017,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.506048,0.019552012148823083,0.8442622950819673,0.03821892393320965,103,5165,19,734,5268,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.584771,0.019387570211994925,0.8770491803278688,0.03793653607516398,107,5412,15,487,5519,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.693092,0.019584055459272096,0.9262295081967213,0.038357094365241,113,5657,9,242,5770,122,6021,0,0
mean_similarity,mean_similarity,mean_similarity <= threshold,0.964477,0.020262414881248962,1.0,0.03972000651147648,122,5899,0,0,6021,122,6021,0,0
